FACID,FACNAME,FAC_FDR,BED_CAPACITY_TYPE,BED_CAPACITY,COUNTY_NAME,DATA_DATE
030000109,SUTTER AUBURN FAITH HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,4,PLACER,2025-12-15
030000109,SUTTER AUBURN FAITH HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,4,PLACER,2025-12-15
030000109,SUTTER AUBURN FAITH HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,56,PLACER,2025-12-15
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,BURN,12,SACRAMENTO,2025-12-15
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,SACRAMENTO,2025-12-15
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,108,SACRAMENTO,2025-12-15
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,49,SACRAMENTO,2025-12-15
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,31,SACRAMENTO,2025-12-15
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,36,SACRAMENTO,2025-12-15
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,RENAL TRANSPLANT,10,SACRAMENTO,2025-12-15
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,19,SACRAMENTO,2025-12-15
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,380,SACRAMENTO,2025-12-15
030000114,BARTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,EL DORADO,2025-12-15
030000114,BARTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,EL DORADO,2025-12-15
030000114,BARTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,4,EL DORADO,2025-12-15
030000114,BARTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,41,EL DORADO,2025-12-15
030000117,DAMERON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,12,SAN JOAQUIN,2025-12-15
030000117,DAMERON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,12,SAN JOAQUIN,2025-12-15
030000117,DAMERON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,16,SAN JOAQUIN,2025-12-15
030000117,DAMERON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,16,SAN JOAQUIN,2025-12-15
030000117,DAMERON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,146,SAN JOAQUIN,2025-12-15
030000118,DOCTORS HOSPITAL OF MANTECA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN JOAQUIN,2025-12-15
030000118,DOCTORS HOSPITAL OF MANTECA,GENERAL ACUTE CARE HOSPITAL,PERINATAL,5,SAN JOAQUIN,2025-12-15
030000118,DOCTORS HOSPITAL OF MANTECA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,60,SAN JOAQUIN,2025-12-15
030000120,MARK TWAIN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,CALAVERAS,2025-12-15
030000120,MARK TWAIN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,17,CALAVERAS,2025-12-15
030000121,MARSHALL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,20,EL DORADO,2025-12-15
030000121,MARSHALL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,17,EL DORADO,2025-12-15
030000121,MARSHALL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,74,EL DORADO,2025-12-15
030000122,DOCTORS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,12,STANISLAUS,2025-12-15
030000122,DOCTORS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,32,STANISLAUS,2025-12-15
030000122,DOCTORS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,45,STANISLAUS,2025-12-15
030000122,DOCTORS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,56,STANISLAUS,2025-12-15
030000122,DOCTORS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,22,STANISLAUS,2025-12-15
030000122,DOCTORS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,227,STANISLAUS,2025-12-15
030000123,MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,12,STANISLAUS,2025-12-15
030000123,MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,23,STANISLAUS,2025-12-15
030000123,MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,12,STANISLAUS,2025-12-15
030000123,MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,29,STANISLAUS,2025-12-15
030000123,MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,343,STANISLAUS,2025-12-15
030000124,MERCY GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,46,SACRAMENTO,2025-12-15
030000124,MERCY GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,17,SACRAMENTO,2025-12-15
030000124,MERCY GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,30,SACRAMENTO,2025-12-15
030000124,MERCY GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,220,SACRAMENTO,2025-12-15
030000125,EMANUEL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,12,STANISLAUS,2025-12-15
030000125,EMANUEL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,6,STANISLAUS,2025-12-15
030000125,EMANUEL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,28,STANISLAUS,2025-12-15
030000125,EMANUEL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,163,STANISLAUS,2025-12-15
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,11,SACRAMENTO,2025-12-15
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,45,SACRAMENTO,2025-12-15
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,40,SACRAMENTO,2025-12-15
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,32,SACRAMENTO,2025-12-15
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,8,SACRAMENTO,2025-12-15
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,248,SACRAMENTO,2025-12-15
030000129,CENTRAL VALLEY SPECIALTY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,96,STANISLAUS,2025-12-15
030000130,KAISER FOUNDATION HOSPITAL - SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,9,SACRAMENTO,2025-12-15
030000130,KAISER FOUNDATION HOSPITAL - SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,25,SACRAMENTO,2025-12-15
030000130,KAISER FOUNDATION HOSPITAL - SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,253,SACRAMENTO,2025-12-15
030000131,OAK VALLEY HOSPITAL DISTRICT,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,5,STANISLAUS,2025-12-15
030000131,OAK VALLEY HOSPITAL DISTRICT,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,24,STANISLAUS,2025-12-15
030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,30,SACRAMENTO,2025-12-15
030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,8,SACRAMENTO,2025-12-15
030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,PERINATAL,29,SACRAMENTO,2025-12-15
030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,174,SACRAMENTO,2025-12-15
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,PLACER,2025-12-15
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,60,PLACER,2025-12-15
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,16,PLACER,2025-12-15
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,9,PLACER,2025-12-15
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,9,PLACER,2025-12-15
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,30,PLACER,2025-12-15
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,286,PLACER,2025-12-15
030000135,SAN JOAQUIN GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,16,SAN JOAQUIN,2025-12-15
030000135,SAN JOAQUIN GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,25,SAN JOAQUIN,2025-12-15
030000135,SAN JOAQUIN GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,16,SAN JOAQUIN,2025-12-15
030000135,SAN JOAQUIN GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,95,SAN JOAQUIN,2025-12-15
030000139,ADVENTIST HEALTH LODI MEMORIAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SAN JOAQUIN,2025-12-15
030000139,ADVENTIST HEALTH LODI MEMORIAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,4,SAN JOAQUIN,2025-12-15
030000139,ADVENTIST HEALTH LODI MEMORIAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,16,SAN JOAQUIN,2025-12-15
030000139,ADVENTIST HEALTH LODI MEMORIAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,8,SAN JOAQUIN,2025-12-15
030000139,ADVENTIST HEALTH LODI MEMORIAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,156,SAN JOAQUIN,2025-12-15
030000141,SUTTER TRACY COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN JOAQUIN,2025-12-15
030000141,SUTTER TRACY COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,7,SAN JOAQUIN,2025-12-15
030000141,SUTTER TRACY COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,62,SAN JOAQUIN,2025-12-15
030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GENERAL ACUTE CARE HOSPITAL,ACUTE RESPIRATORY CARE,10,SAN JOAQUIN,2025-12-15
030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,9,SAN JOAQUIN,2025-12-15
030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,20,SAN JOAQUIN,2025-12-15
030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,30,SAN JOAQUIN,2025-12-15
030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GENERAL ACUTE CARE HOSPITAL,PERINATAL,27,SAN JOAQUIN,2025-12-15
030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,13,SAN JOAQUIN,2025-12-15
030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,246,SAN JOAQUIN,2025-12-15
030000146,WOODLAND MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,YOLO,2025-12-15
030000146,WOODLAND MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,4,YOLO,2025-12-15
030000146,WOODLAND MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,7,YOLO,2025-12-15
030000146,WOODLAND MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,7,YOLO,2025-12-15
030000146,WOODLAND MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,48,YOLO,2025-12-15
030000149,SUTTER DAVIS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,YOLO,2025-12-15
030000149,SUTTER DAVIS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,16,YOLO,2025-12-15
030000149,SUTTER DAVIS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,35,YOLO,2025-12-15
030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,80,SACRAMENTO,2025-12-15
030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,61,SACRAMENTO,2025-12-15
030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,PERINATAL,73,SACRAMENTO,2025-12-15
030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,40,SACRAMENTO,2025-12-15
030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,269,SACRAMENTO,2025-12-15
030000165,MOUNTAIN MANOR SENIOR RESIDENCE,SKILLED NURSING FACILITY,SKILLED NURSING,47,SACRAMENTO,2025-12-15
030000280,AUBURN OAKS CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,PLACER,2025-12-15
030000288,TURLOCK NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,144,STANISLAUS,2025-12-15
030000301,WOODLAND MEMORIAL HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,31,YOLO,2025-12-15
030000320,"SIERRA VISTA HOSPITAL, INC.",ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,171,SACRAMENTO,2025-12-15
030000365,ADVENTIST HEALTH SONORA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,12,TUOLUMNE,2025-12-15
030000530,OAK RIDGE HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,67,PLACER,2025-12-15
030000560,PINE CREEK CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,PLACER,2025-12-15
030000589,LINCOLN MEADOWS CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,97,PLACER,2025-12-15
030000796,SUTTER CENTER FOR PSYCHIATRY,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,73,SACRAMENTO,2025-12-15
030000820,CITRUS HEIGHTS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,162,SACRAMENTO,2025-12-15
030000822,HERITAGE OAKS HOSPITAL,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,125,SACRAMENTO,2025-12-15
030000854,BRUCEVILLE TERRACE - D/P SNF OF METHODIST HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,171,SACRAMENTO,2025-12-15
030000862,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,35,SAN JOAQUIN,2025-12-15
030000901,MERCY HOSPITAL OF FOLSOM,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SACRAMENTO,2025-12-15
030000901,MERCY HOSPITAL OF FOLSOM,GENERAL ACUTE CARE HOSPITAL,PERINATAL,8,SACRAMENTO,2025-12-15
030000901,MERCY HOSPITAL OF FOLSOM,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,90,SACRAMENTO,2025-12-15
030000907,VIBRA HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,SACRAMENTO,2025-12-15
030000907,VIBRA HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,52,SACRAMENTO,2025-12-15
030000973,KAISER FOUNDATION HOSPITAL MANTECA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,SAN JOAQUIN,2025-12-15
030000973,KAISER FOUNDATION HOSPITAL MANTECA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,55,SAN JOAQUIN,2025-12-15
030001004,AMERICAN RIVER CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,SACRAMENTO,2025-12-15
030001131,ESKATON VILLAGE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,35,SACRAMENTO,2025-12-15
030001168,MID-TOWN OAKS POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,100,SACRAMENTO,2025-12-15
030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,30,PLACER,2025-12-15
030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,60,PLACER,2025-12-15
030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GENERAL ACUTE CARE HOSPITAL,PERINATAL,84,PLACER,2025-12-15
030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,32,PLACER,2025-12-15
030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,146,PLACER,2025-12-15
030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,BURN,10,SACRAMENTO,2025-12-15
030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SACRAMENTO,2025-12-15
030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,20,SACRAMENTO,2025-12-15
030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,20,SACRAMENTO,2025-12-15
030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,20,SACRAMENTO,2025-12-15
030001525,BARTON HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,48,EL DORADO,2025-12-15
030001568,DOCTORS MEDICAL CENTER - BEHAVIORAL HEALTH DEPARTMENT,ACUTE PSYCHIATRIC HOSPITAL,CHEMICAL DEPENDENCY RECOVERY,4,STANISLAUS,2025-12-15
030001568,DOCTORS MEDICAL CENTER - BEHAVIORAL HEALTH DEPARTMENT,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,63,STANISLAUS,2025-12-15
030001605,SIENA SKILLED NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,105,PLACER,2025-12-15
030001615,GOLDEN SONORA CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,210,TUOLUMNE,2025-12-15
030001657,COVENANT VILLAGE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,50,STANISLAUS,2025-12-15
030001799,ADVENTIST HEALTH SONORA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,TUOLUMNE,2025-12-15
030001799,ADVENTIST HEALTH SONORA,GENERAL ACUTE CARE HOSPITAL,PERINATAL,7,TUOLUMNE,2025-12-15
030001799,ADVENTIST HEALTH SONORA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,59,TUOLUMNE,2025-12-15
030001812,WOODLAND POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,91,YOLO,2025-12-15
030001815,COURTYARD HEALTH CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,112,YOLO,2025-12-15
030001817,COTTONWOOD HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,98,YOLO,2025-12-15
030001819,"FULTON GARDENS POST ACUTE, LLC",SKILLED NURSING FACILITY,SKILLED NURSING,116,SAN JOAQUIN,2025-12-15
030001821,WOODSIDE HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,59,SACRAMENTO,2025-12-15
030001823,NOBLE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,SAN JOAQUIN,2025-12-15
030001825,LODI NURSING & REHABILITATION,SKILLED NURSING FACILITY,SKILLED NURSING,74,SAN JOAQUIN,2025-12-15
030001827,CITY CREEK POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,99,SACRAMENTO,2025-12-15
030001829,ACC CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,SACRAMENTO,2025-12-15
030001831,GRAMERCY COURT,SKILLED NURSING FACILITY,SKILLED NURSING,120,SACRAMENTO,2025-12-15
040000002,KINGSBURG CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,86,FRESNO,2025-12-15
040000004,FRESNO POSTACUTE CARE,SKILLED NURSING FACILITY,SKILLED NURSING,80,FRESNO,2025-12-15
040000010,PALM VILLAGE RETIREMENT COMMUNITY HEALTH CARE CTR.,SKILLED NURSING FACILITY,SKILLED NURSING,120,FRESNO,2025-12-15
040000012,EVERGREEN CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,49,FRESNO,2025-12-15
040000013,"CALIFORNIA HOME FOR THE AGED, INC.",SKILLED NURSING FACILITY,SKILLED NURSING,120,FRESNO,2025-12-15
040000014,HORIZON HEALTH & SUBACUTE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,180,FRESNO,2025-12-15
040000015,"BETHEL LUTHERAN HOME, INC.",SKILLED NURSING FACILITY,SKILLED NURSING,59,FRESNO,2025-12-15
040000018,PALMS CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,62,MADERA,2025-12-15
040000019,MORNING STAR POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,57,FRESNO,2025-12-15
040000025,FOWLER CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,46,FRESNO,2025-12-15
040000026,COUNTRYSIDE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,59,FRESNO,2025-12-15
040000027,LA SIERRA CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,68,MERCED,2025-12-15
040000031,LOS BANOS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,59,MERCED,2025-12-15
040000033,VINEYARDS AT FOWLER,SKILLED NURSING FACILITY,SKILLED NURSING,49,FRESNO,2025-12-15
040000034,MADERA REHABILITATION & NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,176,MADERA,2025-12-15
040000035,FRANCISCAN POST-ACUTE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,71,MERCED,2025-12-15
040000036,"MANNING GARDENS CARE CENTER, INC.",SKILLED NURSING FACILITY,SKILLED NURSING,59,FRESNO,2025-12-15
040000037,SIERRA VISTA HEALTHCARE,SKILLED NURSING FACILITY,SKILLED NURSING,99,FRESNO,2025-12-15
040000039,"GRACE HOME, INC.",SKILLED NURSING FACILITY,SKILLED NURSING,33,MERCED,2025-12-15
040000042,BRIGHTON POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,131,KINGS,2025-12-15
040000043,KEYSTONE POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,65,FRESNO,2025-12-15
040000046,MERCED NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,79,MERCED,2025-12-15
040000047,HEALTHCARE CENTRE OF FRESNO,SKILLED NURSING FACILITY,SKILLED NURSING,155,FRESNO,2025-12-15
040000048,MERCED BEHAVIORAL CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,96,MERCED,2025-12-15
040000049,COVENANT POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,121,FRESNO,2025-12-15
040000050,GOLDEN MERCED CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,121,MERCED,2025-12-15
040000051,OAKWOOD GARDENS CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,103,FRESNO,2025-12-15
040000052,ROLLING HILLS CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,34,FRESNO,2025-12-15
